LIBRARY_ID,ANCHOR_ID,COSMIC_ID,Label,Endpoint,CELL_LINE_NAME,tissue
51001932,44224160,749714,0,sub-HSA,HCC1937,Breast
148124,60750,749714,0,sub-HSA,HCC1937,Breast
10184653,3385,749714,0,sub-HSA,HCC1937,Breast
51001932,17755052,749714,0,sub-HSA,HCC1937,Breast
25262965,60750,749714,0,sub-HSA,HCC1937,Breast
11707110,5394,749714,0,sub-HSA,HCC1937,Breast
51001932,84691,749714,0,sub-HSA,HCC1937,Breast
11327430,11626560,749714,0,sub-HSA,HCC1937,Breast
25262965,44224160,749714,0,sub-HSA,HCC1937,Breast
46930998,135539077,749714,0,sub-HSA,HCC1937,Breast
51042438,60750,749714,0,sub-HSA,HCC1937,Breast
46907787,3385,749714,0,sub-HSA,HCC1937,Breast
148124,84691,749714,0,sub-HSA,HCC1937,Breast
10184653,11626560,749714,0,sub-HSA,HCC1937,Breast
51042438,84691,749714,0,sub-HSA,HCC1937,Breast
11707110,84691,749714,0,sub-HSA,HCC1937,Breast
148124,84691,749714,0,sub-HSA,HCC1937,Breast
46907787,3385,749714,0,sub-HSA,HCC1937,Breast
11488320,84691,749714,0,sub-HSA,HCC1937,Breast
46930998,60750,749714,0,sub-HSA,HCC1937,Breast
17755052,23725625,749714,0,sub-HSA,HCC1937,Breast
46907787,44224160,749714,0,sub-HSA,HCC1937,Breast
148124,60750,749714,0,sub-HSA,HCC1937,Breast
17755052,5330286,749714,0,sub-HSA,HCC1937,Breast
46930998,3385,749714,0,sub-HSA,HCC1937,Breast
11152667,5311,749714,0,sub-HSA,HCC1937,Breast
46930998,11626560,749714,0,sub-HSA,HCC1937,Breast
51001932,11626560,749714,0,sub-HSA,HCC1937,Breast
10184653,11626560,749714,0,sub-HSA,HCC1937,Breast
46907787,44224160,749714,0,sub-HSA,HCC1937,Breast
11152667,5311,749714,0,sub-HSA,HCC1937,Breast
10184653,44224160,749714,0,sub-HSA,HCC1937,Breast
46930998,11626560,749714,0,sub-HSA,HCC1937,Breast
148124,60750,749714,0,sub-HSA,HCC1937,Breast
148124,84691,749714,0,sub-HSA,HCC1937,Breast
46930998,11626560,749714,0,sub-HSA,HCC1937,Breast
46907787,11626560,749714,0,sub-HSA,HCC1937,Breast
17755052,11626560,749714,0,sub-HSA,HCC1937,Breast
46907787,11626560,749714,0,sub-HSA,HCC1937,Breast
148124,60750,749714,0,sub-HSA,HCC1937,Breast
44224160,84691,749714,0,sub-HSA,HCC1937,Breast
46930998,44224160,749714,0,sub-HSA,HCC1937,Breast
17755052,3385,749714,0,sub-HSA,HCC1937,Breast
11327430,11626560,749714,0,sub-HSA,HCC1937,Breast
44224160,84691,749714,0,sub-HSA,HCC1937,Breast
11152667,23725625,749714,0,sub-HSA,HCC1937,Breast
46930998,11626560,749714,0,sub-HSA,HCC1937,Breast
644241,60750,749714,0,sub-HSA,HCC1937,Breast
10184653,11626560,749714,0,sub-HSA,HCC1937,Breast
84691,11152667,749715,1,IDA,HCC2157,Breast
84691,24856436,749715,1,IDA,HCC2157,Breast
148124,24978538,749715,1,SA-L,HCC2157,Breast
24978538,11707110,749715,2,Bliss,HCC2157,Breast
24978538,208908,749715,1,IDA,HCC2157,Breast
24978538,51001932,749715,2,Bliss,HCC2157,Breast
23725625,11707110,749715,1,IDA,HCC2157,Breast
23725625,51001932,749715,2,Bliss,HCC2157,Breast
6450551,24978538,749715,2,Bliss,HCC2157,Breast
10184653,24978538,749715,1,SA-L,HCC2157,Breast
10184653,11707110,749715,1,SA-L,HCC2157,Breast
10184653,51001932,749715,1,SA-L,HCC2157,Breast
11433190,24856436,749715,1,IDA,HCC2157,Breast
1401,208908,749715,1,IDA,HCC2157,Breast
46930998,11707110,749715,1,SA-L,HCC2157,Breast
46930998,208908,749715,2,Bliss,HCC2157,Breast
46930998,51001932,749715,1,SA-L,HCC2157,Breast
5330286,11707110,749715,1,IDA,HCC2157,Breast
5330286,208908,749715,1,IDA,HCC2157,Breast
5330286,51001932,749715,2,Bliss,HCC2157,Breast
17755052,24856436,749715,1,IDA,HCC2157,Breast
17755052,11707110,749715,1,SA-L,HCC2157,Breast
17755052,208908,749715,2,Bliss,HCC2157,Breast
3385,11152667,749715,1,IDA,HCC2157,Breast
11626560,208908,749715,1,IDA,HCC2157,Breast
5310940,24978538,749715,1,IDA,HCC2157,Breast
24856436,23725625,749715,1,SA-L,HCC2157,Breast
24856436,11152667,749715,1,SA-L,HCC2157,Breast
60750,11152667,749715,1,SA-L,HCC2157,Breast
60750,24856436,749715,1,IDA,HCC2157,Breast
11707110,24978538,749715,1,IDA,HCC2157,Breast
11707110,644241,749715,1,SA-L,HCC2157,Breast
11707110,208908,749715,2,Bliss,HCC2157,Breast
11707110,51001932,749715,2,Bliss,HCC2157,Breast
44462760,208908,749715,1,IDA,HCC2157,Breast
5394,23725625,749715,2,Bliss,HCC2157,Breast
5394,24856436,749715,1,SA-A,HCC2157,Breast
104842,24978538,749715,2,Bliss,HCC2157,Breast
11640390,11707110,749715,1,IDA,HCC2157,Breast
11640390,208908,749715,1,IDA,HCC2157,Breast
11640390,51001932,749715,2,Bliss,HCC2157,Breast
11488320,51001932,749715,1,IDA,HCC2157,Breast
51001932,24978538,749715,1,IDA,HCC2157,Breast
51001932,11707110,749715,1,SA-L,HCC2157,Breast
51001932,208908,749715,2,Bliss,HCC2157,Breast
24866313,11707110,749715,1,IDA,HCC2157,Breast
44224160,46930998,749715,2,Bliss,HCC2157,Breast
44224160,51001932,749715,2,Bliss,HCC2157,Breast
46926973,11707110,749715,0,sub-HSA,HCC2157,Breast
46926973,208908,749715,1,IDA,HCC2157,Breast
46926973,51001932,749715,2,Bliss,HCC2157,Breast
11152667,84691,749715,3,Synergy,HCC2157,Breast
11152667,60750,749715,3,Synergy,HCC2157,Breast
1401,17755052,749715,3,Synergy,HCC2157,Breast
11152667,24856436,749715,3,Synergy,HCC2157,Breast
11152667,60750,749715,3,Synergy,HCC2157,Breast
11640390,17755052,749715,3,Synergy,HCC2157,Breast
11640390,11488320,749715,3,Synergy,HCC2157,Breast
1401,11626560,749715,3,Synergy,HCC2157,Breast
11640390,17755052,749715,3,Synergy,HCC2157,Breast
11488320,11640390,749715,3,Synergy,HCC2157,Breast
6450551,44224160,749715,3,Synergy,HCC2157,Breast
11488320,11626560,749715,3,Synergy,HCC2157,Breast
6450551,11626560,749715,3,Synergy,HCC2157,Breast
1401,3385,749715,3,Synergy,HCC2157,Breast
11433190,5311,749715,3,Synergy,HCC2157,Breast
11488320,148124,749715,3,Synergy,HCC2157,Breast
6450551,46930998,749715,3,Synergy,HCC2157,Breast
6450551,5311,749715,3,Synergy,HCC2157,Breast
11626560,11707110,749715,3,Synergy,HCC2157,Breast
6450551,11488320,749715,3,Synergy,HCC2157,Breast
6450551,11640390,749715,3,Synergy,HCC2157,Breast
11626560,11488320,749715,3,Synergy,HCC2157,Breast
11433190,24978538,749715,3,Synergy,HCC2157,Breast
11488320,11640390,749715,3,Synergy,HCC2157,Breast
11152667,84691,749715,3,Synergy,HCC2157,Breast
23725625,11152667,749715,3,Synergy,HCC2157,Breast
11433190,44224160,749715,3,Synergy,HCC2157,Breast
11488320,5311,749715,3,Synergy,HCC2157,Breast
11488320,17755052,749715,3,Synergy,HCC2157,Breast
1401,6450551,749715,3,Synergy,HCC2157,Breast
11327430,24978538,749715,3,Synergy,HCC2157,Breast
11640390,11488320,749715,3,Synergy,HCC2157,Breast
11640390,24978538,749715,3,Synergy,HCC2157,Breast
60750,51001932,749715,3,Synergy,HCC2157,Breast
11488320,24978538,749715,3,Synergy,HCC2157,Breast
60750,44224160,749715,3,Synergy,HCC2157,Breast
11626560,11707110,749715,3,Synergy,HCC2157,Breast
11626560,24978538,749715,3,Synergy,HCC2157,Breast
1401,11640390,749715,3,Synergy,HCC2157,Breast
11626560,11488320,749715,3,Synergy,HCC2157,Breast
11626560,17755052,749715,3,Synergy,HCC2157,Breast
11707110,46930998,749715,3,Synergy,HCC2157,Breast
60750,24978538,749715,3,Synergy,HCC2157,Breast
11626560,24978538,749715,3,Synergy,HCC2157,Breast
44224160,5311,749715,3,Synergy,HCC2157,Breast
11640390,3385,749715,3,Synergy,HCC2157,Breast
11327430,24978538,749715,3,Synergy,HCC2157,Breast
11152667,17755052,749715,3,Synergy,HCC2157,Breast
6450551,387447,749715,3,Synergy,HCC2157,Breast
60750,208908,749715,3,Synergy,HCC2157,Breast
6450551,11640390,749715,3,Synergy,HCC2157,Breast
44224160,24978538,749715,3,Synergy,HCC2157,Breast
1401,17755052,749715,3,Synergy,HCC2157,Breast
11488320,46930998,749715,3,Synergy,HCC2157,Breast
24771867,5330286,749715,0,sub-HSA,HCC2157,Breast
44137675,11626560,749715,0,sub-HSA,HCC2157,Breast
51042438,5330286,749715,0,sub-HSA,HCC2157,Breast
25262965,11626560,749715,0,sub-HSA,HCC2157,Breast
24771867,11640390,749715,0,sub-HSA,HCC2157,Breast
56649450,11626560,749715,0,sub-HSA,HCC2157,Breast
51042438,46930998,749715,0,sub-HSA,HCC2157,Breast
24771867,11626560,749715,0,sub-HSA,HCC2157,Breast
44137675,11626560,749715,0,sub-HSA,HCC2157,Breast
24771867,1401,749715,0,sub-HSA,HCC2157,Breast
11488320,208908,749715,0,sub-HSA,HCC2157,Breast
11364421,11626560,749715,0,sub-HSA,HCC2157,Breast
24771867,1401,749715,0,sub-HSA,HCC2157,Breast
11364421,44224160,749715,0,sub-HSA,HCC2157,Breast
148124,11626560,749715,0,sub-HSA,HCC2157,Breast
148124,23725625,749715,0,sub-HSA,HCC2157,Breast
644241,60750,749715,0,sub-HSA,HCC2157,Breast
51042438,11626560,749715,0,sub-HSA,HCC2157,Breast
24771867,11640390,749715,0,sub-HSA,HCC2157,Breast
51042438,11626560,749715,0,sub-HSA,HCC2157,Breast
24771867,11626560,749715,0,sub-HSA,HCC2157,Breast
11488320,84691,749715,0,sub-HSA,HCC2157,Breast
148124,84691,749715,0,sub-HSA,HCC2157,Breast
148124,6450551,749715,0,sub-HSA,HCC2157,Breast
148124,23725625,749715,0,sub-HSA,HCC2157,Breast
148124,60750,749715,0,sub-HSA,HCC2157,Breast
148124,60750,749715,0,sub-HSA,HCC2157,Breast
11707110,51001932,749716,3,Synergy,HCC2218,Breast
5494449,5311,749716,3,Synergy,HCC2218,Breast
176158,5311,749716,3,Synergy,HCC2218,Breast
56649450,11707110,749716,3,Synergy,HCC2218,Breast
644241,11433190,749716,3,Synergy,HCC2218,Breast
51042438,11707110,749716,3,Synergy,HCC2218,Breast
46930998,11707110,749716,3,Synergy,HCC2218,Breast
24360,5311,749716,3,Synergy,HCC2218,Breast
24866313,51001932,749716,3,Synergy,HCC2218,Breast
24866313,46930998,749716,3,Synergy,HCC2218,Breast
11364421,17755052,749716,3,Synergy,HCC2218,Breast
5494449,24978538,749716,3,Synergy,HCC2218,Breast
135400873,11640390,749716,3,Synergy,HCC2218,Breast
176158,24978538,749716,3,Synergy,HCC2218,Breast
644241,5311,749716,3,Synergy,HCC2218,Breast
644241,11488320,749716,3,Synergy,HCC2218,Breast
46930998,11707110,749716,3,Synergy,HCC2218,Breast
11707110,46930998,749716,3,Synergy,HCC2218,Breast
5278396,11433190,749716,3,Synergy,HCC2218,Breast
25262965,11707110,749716,3,Synergy,HCC2218,Breast
24978538,51001932,749716,3,Synergy,HCC2218,Breast
11364421,1401,749716,3,Synergy,HCC2218,Breast
9914412,11488320,749716,3,Synergy,HCC2218,Breast
51001932,11488320,749716,3,Synergy,HCC2218,Breast
5278396,23725625,749716,3,Synergy,HCC2218,Breast
11364421,23725625,749716,3,Synergy,HCC2218,Breast
24866313,46930998,749716,3,Synergy,HCC2218,Breast
51042438,11640390,749716,3,Synergy,HCC2218,Breast
11364421,11433190,749716,3,Synergy,HCC2218,Breast
24978538,11640390,749716,3,Synergy,HCC2218,Breast
11364421,11433190,749716,3,Synergy,HCC2218,Breast
11364421,24978538,749716,3,Synergy,HCC2218,Breast
51001932,11707110,749716,3,Synergy,HCC2218,Breast
11364421,11488320,749716,3,Synergy,HCC2218,Breast
17755052,11707110,749716,3,Synergy,HCC2218,Breast
24866313,17755052,749716,3,Synergy,HCC2218,Breast
176158,5311,749716,3,Synergy,HCC2218,Breast
17755052,11707110,749716,3,Synergy,HCC2218,Breast
51042438,11707110,749716,3,Synergy,HCC2218,Breast
24978538,11488320,749716,3,Synergy,HCC2218,Breast
11364421,11640390,749716,3,Synergy,HCC2218,Breast
11707110,44224160,749716,3,Synergy,HCC2218,Breast
46907787,24856436,749716,3,Synergy,HCC2218,Breast
51001932,24978538,749716,3,Synergy,HCC2218,Breast
24978538,208908,749716,3,Synergy,HCC2218,Breast
36314,24978538,749716,3,Synergy,HCC2218,Breast
135400873,11488320,749716,3,Synergy,HCC2218,Breast
11707110,46930998,749716,3,Synergy,HCC2218,Breast
17755052,11488320,749716,3,Synergy,HCC2218,Breast
51001932,17755052,749716,0,sub-HSA,HCC2218,Breast
51001932,46930998,749716,0,sub-HSA,HCC2218,Breast
24866313,11626560,749716,0,sub-HSA,HCC2218,Breast
36314,84691,749716,0,sub-HSA,HCC2218,Breast
5330286,1401,749716,0,sub-HSA,HCC2218,Breast
44224160,5330286,749716,0,sub-HSA,HCC2218,Breast
36314,5330286,749716,0,sub-HSA,HCC2218,Breast
17755052,84691,749716,0,sub-HSA,HCC2218,Breast
46907787,11626560,749716,0,sub-HSA,HCC2218,Breast
51001932,11152667,749716,0,sub-HSA,HCC2218,Breast
10184653,11152667,749716,0,sub-HSA,HCC2218,Breast
5330286,11488320,749716,0,sub-HSA,HCC2218,Breast
5330286,46930998,749716,0,sub-HSA,HCC2218,Breast
36314,5330286,749716,0,sub-HSA,HCC2218,Breast
5330286,11433190,749716,0,sub-HSA,HCC2218,Breast
36314,84691,749716,0,sub-HSA,HCC2218,Breast
17755052,1401,749716,0,sub-HSA,HCC2218,Breast
36314,60750,749716,0,sub-HSA,HCC2218,Breast
10184653,11488320,749716,0,sub-HSA,HCC2218,Breast
11488320,11152667,749716,0,sub-HSA,HCC2218,Breast
5330286,11707110,749716,0,sub-HSA,HCC2218,Breast
5330286,5394,749716,0,sub-HSA,HCC2218,Breast
5330286,51001932,749716,0,sub-HSA,HCC2218,Breast
5330286,46930998,749716,0,sub-HSA,HCC2218,Breast
5330286,51001932,749716,0,sub-HSA,HCC2218,Breast
5330286,24856436,749716,0,sub-HSA,HCC2218,Breast
5330286,11433190,749716,0,sub-HSA,HCC2218,Breast
5330286,17755052,749716,0,sub-HSA,HCC2218,Breast
36314,3385,749716,0,sub-HSA,HCC2218,Breast
208908,11152667,749716,0,sub-HSA,HCC2218,Breast
5330286,5311,749716,0,sub-HSA,HCC2218,Breast
5330286,135539077,749716,0,sub-HSA,HCC2218,Breast
5330286,44224160,749716,0,sub-HSA,HCC2218,Breast
5330286,148124,749716,0,sub-HSA,HCC2218,Breast
5330286,11152667,749716,0,sub-HSA,HCC2218,Breast
5330286,17755052,749716,0,sub-HSA,HCC2218,Breast
5330286,6450551,749716,0,sub-HSA,HCC2218,Breast
5330286,11152667,749716,0,sub-HSA,HCC2218,Breast
5330286,11707110,749716,0,sub-HSA,HCC2218,Breast
5330286,84691,749716,0,sub-HSA,HCC2218,Breast
5330286,44224160,749716,0,sub-HSA,HCC2218,Breast
5330286,84691,749716,0,sub-HSA,HCC2218,Breast
5330286,148124,749716,0,sub-HSA,HCC2218,Breast
5330286,135539077,749716,0,sub-HSA,HCC2218,Breast
5330286,5311,749716,0,sub-HSA,HCC2218,Breast
5330286,3385,749716,0,sub-HSA,HCC2218,Breast
5330286,11626560,749716,0,sub-HSA,HCC2218,Breast
5330286,1401,749716,0,sub-HSA,HCC2218,Breast
5330286,3385,749716,0,sub-HSA,HCC2218,Breast
5330286,11626560,749716,0,sub-HSA,HCC2218,Breast
10184653,208908,749716,0,sub-HSA,HCC2218,Breast
84691,11152667,749717,3,Synergy,HCC38,Breast
84691,24856436,749717,3,Synergy,HCC38,Breast
148124,24978538,749717,2,Bliss,HCC38,Breast
24978538,11707110,749717,1,IDA,HCC38,Breast
24978538,208908,749717,1,IDA,HCC38,Breast
24978538,51001932,749717,2,Bliss,HCC38,Breast
23725625,11707110,749717,1,IDA,HCC38,Breast
23725625,51001932,749717,2,Bliss,HCC38,Breast
6450551,24978538,749717,3,Synergy,HCC38,Breast
10184653,24978538,749717,2,Bliss,HCC38,Breast
10184653,11707110,749717,1,SA-L,HCC38,Breast
10184653,51001932,749717,2,Bliss,HCC38,Breast
11433190,24856436,749717,1,IDA,HCC38,Breast
1401,208908,749717,1,IDA,HCC38,Breast
46930998,11707110,749717,1,SA-L,HCC38,Breast
46930998,208908,749717,1,IDA,HCC38,Breast
46930998,51001932,749717,1,SA-L,HCC38,Breast
5330286,11707110,749717,0,sub-HSA,HCC38,Breast
5330286,208908,749717,1,IDA,HCC38,Breast
5330286,51001932,749717,1,IDA,HCC38,Breast
17755052,24856436,749717,1,IDA,HCC38,Breast
17755052,11707110,749717,0,sub-HSA,HCC38,Breast
17755052,208908,749717,0,sub-HSA,HCC38,Breast
3385,11152667,749717,3,Synergy,HCC38,Breast
11626560,208908,749717,2,Bliss,HCC38,Breast
5310940,24978538,749717,3,Synergy,HCC38,Breast
24856436,23725625,749717,1,SA-L,HCC38,Breast
24856436,11152667,749717,2,Bliss,HCC38,Breast
60750,11152667,749717,1,SA-L,HCC38,Breast
60750,24856436,749717,1,IDA,HCC38,Breast
11707110,24978538,749717,1,IDA,HCC38,Breast
11707110,644241,749717,2,Bliss,HCC38,Breast
11707110,208908,749717,2,Bliss,HCC38,Breast
11707110,51001932,749717,2,Bliss,HCC38,Breast
44462760,208908,749717,1,IDA,HCC38,Breast
5394,23725625,749717,1,IDA,HCC38,Breast
5394,24856436,749717,1,SA-A,HCC38,Breast
104842,24978538,749717,2,Bliss,HCC38,Breast
11640390,11707110,749717,1,IDA,HCC38,Breast
11640390,208908,749717,1,IDA,HCC38,Breast
11640390,51001932,749717,2,Bliss,HCC38,Breast
11488320,51001932,749717,1,IDA,HCC38,Breast
51001932,24978538,749717,3,Synergy,HCC38,Breast
51001932,11707110,749717,1,SA-L,HCC38,Breast
51001932,208908,749717,1,SA-L,HCC38,Breast
24866313,11707110,749717,1,IDA,HCC38,Breast
44224160,46930998,749717,2,Bliss,HCC38,Breast
44224160,51001932,749717,1,IDA,HCC38,Breast
46926973,11707110,749717,1,IDA,HCC38,Breast
46926973,208908,749717,2,Bliss,HCC38,Breast
46926973,51001932,749717,2,Bliss,HCC38,Breast
51371303,60750,749717,3,Synergy,HCC38,Breast
11626560,24978538,749717,3,Synergy,HCC38,Breast
51001932,5311,749717,3,Synergy,HCC38,Breast
5330286,11640390,749717,3,Synergy,HCC38,Breast
5494449,24978538,749717,3,Synergy,HCC38,Breast
5330286,44224160,749717,3,Synergy,HCC38,Breast
3385,24978538,749717,3,Synergy,HCC38,Breast
24771867,24978538,749717,3,Synergy,HCC38,Breast
5311,24978538,749717,3,Synergy,HCC38,Breast
84691,24978538,749717,3,Synergy,HCC38,Breast
135400873,24978538,749717,3,Synergy,HCC38,Breast
46930998,24978538,749717,3,Synergy,HCC38,Breast
5311,387447,749717,3,Synergy,HCC38,Breast
16095342,24978538,749717,3,Synergy,HCC38,Breast
156422,24978538,749717,3,Synergy,HCC38,Breast
51042438,24978538,749717,3,Synergy,HCC38,Breast
9914412,24978538,749717,3,Synergy,HCC38,Breast
46907787,387447,749717,3,Synergy,HCC38,Breast
5494449,24978538,749717,3,Synergy,HCC38,Breast
1401,24978538,749717,3,Synergy,HCC38,Breast
216239,24978538,749717,3,Synergy,HCC38,Breast
24360,24978538,749717,3,Synergy,HCC38,Breast
46930998,24978538,749717,3,Synergy,HCC38,Breast
11364421,387447,749717,3,Synergy,HCC38,Breast
51001932,1401,749717,3,Synergy,HCC38,Breast
1401,11488320,749717,3,Synergy,HCC38,Breast
46907787,11626560,749717,0,sub-HSA,HCC38,Breast
148124,5330286,749717,0,sub-HSA,HCC38,Breast
24360,17755052,749717,0,sub-HSA,HCC38,Breast
3385,11640390,749717,0,sub-HSA,HCC38,Breast
11327430,84691,749717,0,sub-HSA,HCC38,Breast
3385,1401,749717,0,sub-HSA,HCC38,Breast
17755052,5330286,749717,0,sub-HSA,HCC38,Breast
24360,17755052,749717,0,sub-HSA,HCC38,Breast
36314,5330286,749717,0,sub-HSA,HCC38,Breast
148124,6450551,749717,0,sub-HSA,HCC38,Breast
11152667,5311,749717,0,sub-HSA,HCC38,Breast
11152667,11640390,749717,0,sub-HSA,HCC38,Breast
17755052,3385,749717,0,sub-HSA,HCC38,Breast
11152667,11707110,749717,0,sub-HSA,HCC38,Breast
11364421,11640390,749717,0,sub-HSA,HCC38,Breast
148124,84691,749717,0,sub-HSA,HCC38,Breast
11152667,60750,749717,0,sub-HSA,HCC38,Breast
10384072,5330286,749717,0,sub-HSA,HCC38,Breast
148124,11640390,749717,0,sub-HSA,HCC38,Breast
148124,5330286,749717,0,sub-HSA,HCC38,Breast
148124,84691,749717,0,sub-HSA,HCC38,Breast
3385,6450551,749717,0,sub-HSA,HCC38,Breast
3385,148124,749717,0,sub-HSA,HCC38,Breast
3385,1401,749717,0,sub-HSA,HCC38,Breast
36314,5311,749717,0,sub-HSA,HCC38,Breast
3385,60750,749717,0,sub-HSA,HCC38,Breast
148124,11626560,749717,0,sub-HSA,HCC38,Breast
36314,84691,749717,0,sub-HSA,HCC38,Breast
3385,11707110,749717,0,sub-HSA,HCC38,Breast
135539077,11152667,749717,0,sub-HSA,HCC38,Breast
148124,6450551,749717,0,sub-HSA,HCC38,Breast
3385,6450551,749717,0,sub-HSA,HCC38,Breast
11152667,11707110,749717,0,sub-HSA,HCC38,Breast
3385,5330286,749717,0,sub-HSA,HCC38,Breast
10384072,5330286,749717,0,sub-HSA,HCC38,Breast
36314,11626560,749717,0,sub-HSA,HCC38,Breast
3385,11707110,749717,0,sub-HSA,HCC38,Breast
3385,5330286,749717,0,sub-HSA,HCC38,Breast
36314,5330286,749717,0,sub-HSA,HCC38,Breast
24360,5330286,749717,0,sub-HSA,HCC38,Breast
24360,5330286,749717,0,sub-HSA,HCC38,Breast
36314,6450551,749717,0,sub-HSA,HCC38,Breast
11152667,5330286,749717,0,sub-HSA,HCC38,Breast
11152667,5330286,749717,0,sub-HSA,HCC38,Breast
24856436,5330286,749717,0,sub-HSA,HCC38,Breast
24856436,5330286,749717,0,sub-HSA,HCC38,Breast
60750,5330286,749717,0,sub-HSA,HCC38,Breast
60750,5330286,749717,0,sub-HSA,HCC38,Breast
84691,11152667,753532,1,IDA,BB49-HNC,Head and Neck
10184653,11707110,753532,2,Bliss,BB49-HNC,Head and Neck
10184653,51001932,753532,2,Bliss,BB49-HNC,Head and Neck
11433190,24856436,753532,1,SA-A,BB49-HNC,Head and Neck
46930998,11707110,753532,1,IDA,BB49-HNC,Head and Neck
46930998,208908,753532,1,IDA,BB49-HNC,Head and Neck
46930998,51001932,753532,2,Bliss,BB49-HNC,Head and Neck
5330286,11707110,753532,0,sub-HSA,BB49-HNC,Head and Neck
5330286,208908,753532,0,sub-HSA,BB49-HNC,Head and Neck
5330286,51001932,753532,1,IDA,BB49-HNC,Head and Neck
3385,11152667,753532,1,IDA,BB49-HNC,Head and Neck
24856436,23725625,753532,1,SA-L,BB49-HNC,Head and Neck
24856436,11152667,753532,2,Bliss,BB49-HNC,Head and Neck
11707110,644241,753532,1,SA-L,BB49-HNC,Head and Neck
11707110,208908,753532,0,sub-HSA,BB49-HNC,Head and Neck
11707110,51001932,753532,2,Bliss,BB49-HNC,Head and Neck
5394,23725625,753532,2,Bliss,BB49-HNC,Head and Neck
5394,24856436,753532,3,Synergy,BB49-HNC,Head and Neck
11640390,11707110,753532,2,Bliss,BB49-HNC,Head and Neck
11640390,208908,753532,1,IDA,BB49-HNC,Head and Neck
11640390,51001932,753532,2,Bliss,BB49-HNC,Head and Neck
51001932,11707110,753532,1,SA-L,BB49-HNC,Head and Neck
51001932,208908,753532,1,SA-L,BB49-HNC,Head and Neck
24866313,11707110,753532,1,IDA,BB49-HNC,Head and Neck
46926973,11707110,753532,2,Bliss,BB49-HNC,Head and Neck
46926973,208908,753532,1,IDA,BB49-HNC,Head and Neck
46926973,51001932,753532,3,Synergy,BB49-HNC,Head and Neck
84691,11152667,753538,3,Synergy,Ca9-22,Head and Neck
84691,24856436,753538,3,Synergy,Ca9-22,Head and Neck
148124,24978538,753538,1,SA-L,Ca9-22,Head and Neck
24978538,11707110,753538,3,Synergy,Ca9-22,Head and Neck
24978538,208908,753538,3,Synergy,Ca9-22,Head and Neck
24978538,51001932,753538,2,Bliss,Ca9-22,Head and Neck
23725625,11707110,753538,1,IDA,Ca9-22,Head and Neck
23725625,51001932,753538,1,IDA,Ca9-22,Head and Neck
6450551,24978538,753538,3,Synergy,Ca9-22,Head and Neck
10184653,24978538,753538,1,SA-L,Ca9-22,Head and Neck
10184653,11707110,753538,1,SA-L,Ca9-22,Head and Neck
10184653,51001932,753538,2,Bliss,Ca9-22,Head and Neck
11433190,24856436,753538,3,Synergy,Ca9-22,Head and Neck
1401,208908,753538,2,Bliss,Ca9-22,Head and Neck
46930998,11707110,753538,2,Bliss,Ca9-22,Head and Neck
46930998,208908,753538,2,Bliss,Ca9-22,Head and Neck
46930998,51001932,753538,3,Synergy,Ca9-22,Head and Neck
5330286,11707110,753538,1,IDA,Ca9-22,Head and Neck
5330286,208908,753538,1,IDA,Ca9-22,Head and Neck
5330286,51001932,753538,2,Bliss,Ca9-22,Head and Neck
17755052,24856436,753538,2,Bliss,Ca9-22,Head and Neck
17755052,11707110,753538,2,Bliss,Ca9-22,Head and Neck
17755052,208908,753538,2,Bliss,Ca9-22,Head and Neck
3385,11152667,753538,2,Bliss,Ca9-22,Head and Neck
11626560,208908,753538,2,Bliss,Ca9-22,Head and Neck
5310940,24978538,753538,2,Bliss,Ca9-22,Head and Neck
24856436,23725625,753538,1,SA-L,Ca9-22,Head and Neck
24856436,11152667,753538,3,Synergy,Ca9-22,Head and Neck
60750,11152667,753538,3,Synergy,Ca9-22,Head and Neck
60750,24856436,753538,3,Synergy,Ca9-22,Head and Neck
11707110,24978538,753538,1,SA-L,Ca9-22,Head and Neck
11707110,644241,753538,1,SA-L,Ca9-22,Head and Neck
11707110,208908,753538,1,SA-L,Ca9-22,Head and Neck
11707110,51001932,753538,3,Synergy,Ca9-22,Head and Neck
44462760,208908,753538,1,IDA,Ca9-22,Head and Neck
5394,23725625,753538,2,Bliss,Ca9-22,Head and Neck
5394,24856436,753538,3,Synergy,Ca9-22,Head and Neck
104842,24978538,753538,1,SA-L,Ca9-22,Head and Neck
11640390,11707110,753538,2,Bliss,Ca9-22,Head and Neck
11640390,208908,753538,3,Synergy,Ca9-22,Head and Neck
11640390,51001932,753538,2,Bliss,Ca9-22,Head and Neck
11488320,51001932,753538,2,Bliss,Ca9-22,Head and Neck
51001932,24978538,753538,1,SA-L,Ca9-22,Head and Neck
51001932,11707110,753538,2,Bliss,Ca9-22,Head and Neck
51001932,208908,753538,2,Bliss,Ca9-22,Head and Neck
24866313,11707110,753538,1,IDA,Ca9-22,Head and Neck
44224160,46930998,753538,1,SA-L,Ca9-22,Head and Neck
44224160,51001932,753538,2,Bliss,Ca9-22,Head and Neck
46926973,11707110,753538,1,IDA,Ca9-22,Head and Neck
46926973,208908,753538,1,IDA,Ca9-22,Head and Neck
46926973,51001932,753538,2,Bliss,Ca9-22,Head and Neck
84691,11152667,753539,1,IDA,CADO-ES1,Bone
84691,24856436,753539,2,Bliss,CADO-ES1,Bone
148124,24978538,753539,2,Bliss,CADO-ES1,Bone
24978538,11707110,753539,1,IDA,CADO-ES1,Bone
